facility,address,zip,date_of_inspection,nys_health_operation_id,inspection_type,food_service_type,food_service_description,lat,lng,num_critical,num_non_critical,num_critical_not_corrected,num_critical_previous,num_non_critical_previous,num_non_critical_not_corrected_previous
Alnajafee Deli and Grocery,"1215 Lodi STREET,  Syracuse",13203,2015-02-24,889977,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Alnajafee Deli and Grocery,"1215 Lodi STREET,  Syracuse",13203,2016-01-29,889977,Inspection,Food Service Establishment,Restaurant,NA,NA,2,9,0,0,0,0
Alnajafee Deli and Grocery,"1215 Lodi STREET,  Syracuse",13203,2016-02-18,889977,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,2,0,2,9,0
Aloha Japanese Bento Express,"217 SOUTH Salina  STREET,  Syracuse",13202,2015-06-26,898831,Inspection,Food Service Establishment,Restaurant,NA,NA,0,1,0,NA,NA,NA
Aloha Japanese Bento Express,"217 SOUTH Salina  STREET,  Syracuse",13202,2016-04-15,898831,Inspection,Food Service Establishment,Restaurant,NA,NA,0,9,0,0,1,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2007-12-06,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,0,0,NA,NA,NA
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2008-12-30,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,2,0,0,0,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2009-12-30,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,2,0,0,2,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2010-12-10,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,3,0,0,2,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2011-12-09,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,2,0,0,3,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2012-10-05,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,2,0,0,2,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2013-11-13,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,3,0,0,2,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2014-10-09,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,5,0,0,3,0
Alpine (The),"401 Butternut STREET,  Syracuse",13208,2015-11-19,294754,Inspection,Food Service Establishment,Tavern,43.058675,-76.149898,0,4,0,0,5,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2006-08-22,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,1,11,0,NA,NA,NA
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2007-11-01,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,3,10,1,1,11,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2007-11-15,293707,Re-Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,0,0,0,3,10,1
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2008-06-03,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,0,9,0,0,0,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2009-10-07,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,1,4,0,0,9,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2010-10-13,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,1,7,0,1,4,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2011-04-13,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,2,5,0,1,7,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2012-05-29,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,2,7,1,2,5,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2012-06-27,293707,Re-Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,0,3,0,2,7,1
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2013-06-10,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,0,12,0,0,3,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2014-08-19,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,1,8,0,0,12,0
Alto Cinco,"524-526 Westcott STREET,  Syracuse",13210,2015-10-28,293707,Inspection,Food Service Establishment,Restaurant,43.040993,-76.119369,1,9,0,1,8,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2006-03-30,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,6,0,NA,NA,NA
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2007-01-26,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,6,0,0,6,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2008-01-07,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,6,0,0,6,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2009-01-06,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,1,1,0,0,6,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2010-03-16,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,4,0,1,1,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2011-09-28,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,6,0,0,4,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2012-06-13,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,4,0,0,6,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2013-10-15,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,6,0,0,4,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2014-08-01,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,6,0,0,6,0
American Legion Post #1361,"1951 WEST Fayette STREET,  Syracuse",13204,2015-10-13,292589,Inspection,Food Service Establishment,Food Service Establishment,43.054691,-76.186122,0,4,0,0,6,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2006-09-19,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,0,3,0,NA,NA,NA
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2007-06-22,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,2,4,4,0,3,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2008-04-21,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,1,2,0,2,4,4
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2009-03-02,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,1,3,0,1,2,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2010-01-22,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,1,2,0,1,3,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2011-01-21,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,2,3,0,1,2,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2012-01-18,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,1,2,0,2,3,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2012-09-13,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,1,7,0,1,2,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2013-03-25,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,0,6,0,1,7,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2013-09-03,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,0,0,0,0,6,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2014-05-16,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,0,2,0,0,0,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2014-11-19,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,2,0,0,0,2,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2015-05-06,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,1,2,0,2,0,0
American Legion Valley Post 1468,"110 Academy STREET,  Syracuse",13207,2016-07-07,292540,Inspection,Food Service Establishment,Food Service Establishment,42.999841,-76.15239,0,1,0,1,2,0
Angelo's Italian Deli,"227 WEST Fayette STREET,  Syracuse",13202,2016-03-21,916407,Inspection,Food Service Establishment,Restaurant,NA,NA,0,5,0,NA,NA,NA
Angelo's Italian Deli,"227 WEST Fayette STREET,  Syracuse",13202,2016-07-11,916407,Inspection,Food Service Establishment,Restaurant,NA,NA,2,8,0,0,5,0
Angelo's Italian Deli,"227 WEST Fayette STREET,  Syracuse",13202,2016-10-05,916407,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,2,0,2,8,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2006-02-24,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,2,0,NA,NA,NA
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2007-01-30,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,1,0,0,2,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2007-12-11,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,0,0,0,1,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2008-08-05,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,1,0,0,0,0,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2009-09-03,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,3,4,0,1,0,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2010-12-14,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,1,5,0,3,4,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2011-12-21,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,4,0,1,5,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2012-11-29,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,3,0,0,4,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2013-10-30,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,3,0,0,3,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2014-11-19,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,3,0,0,3,0
Angotti's Family Restaurant,"725 Burnet AVENUE,  Syracuse",13203,2015-12-02,292550,Inspection,Food Service Establishment,Restaurant,43.052157,-76.131909,0,0,0,0,3,0
Antonio's To Go,"3528 WEST Genesee STREET,  Syracuse",13219,2014-04-22,872837,Inspection,Food Service Establishment,Restaurant,NA,NA,1,6,0,NA,NA,NA
Antonio's To Go,"3528 WEST Genesee STREET,  Syracuse",13219,2015-02-17,872837,Inspection,Food Service Establishment,Restaurant,NA,NA,4,7,0,1,6,0
Antonio's To Go,"3528 WEST Genesee STREET,  Syracuse",13219,2015-04-13,872837,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,6,1,0,4,7,0
Antonio's To Go,"3528 WEST Genesee STREET,  Syracuse",13219,2015-04-29,872837,Re-Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,6,1,0
Antonio's To Go,"3528 WEST Genesee STREET,  Syracuse",13219,2016-01-22,872837,Inspection,Food Service Establishment,Restaurant,NA,NA,0,6,0,0,0,0
Apizza Regionale,"260 WEST Genesee STREET,  Syracuse",13202,2016-03-28,916035,Inspection,Food Service Establishment,Restaurant,NA,NA,1,1,0,NA,NA,NA
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2006-11-14,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,2,0,NA,NA,NA
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2007-12-05,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,0,0,0,2,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2008-07-30,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,0,0,0,0,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2009-09-22,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,0,0,0,0,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2010-12-20,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,0,0,0,0,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2011-10-05,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,1,0,0,0,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2012-08-28,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,0,0,0,1,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2013-08-20,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,0,0,0,0,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2014-12-16,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,3,0,0,0,0
Apostolic Christian Church,"5081 Ball ROAD,  Syracuse",13215,2015-10-22,293320,Inspection,Food Service Establishment,Food Service Establishment,43.020102,-76.196203,0,0,0,0,3,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2006-05-10,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,0,3,0,NA,NA,NA
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2007-08-20,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,3,5,0,0,3,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2008-04-24,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,0,7,0,3,5,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2009-09-16,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,2,12,0,0,7,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2010-12-22,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,0,17,0,2,12,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2011-12-08,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,1,8,0,0,17,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2012-09-24,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,1,4,0,1,8,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2013-08-20,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,1,20,0,1,4,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2013-09-16,542071,Re-Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,0,2,0,1,20,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2014-09-30,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,1,18,0,0,2,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2014-11-05,542071,Re-Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,0,4,0,1,18,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2015-09-16,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,2,5,0,0,4,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2015-10-20,542071,Re-Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,0,3,0,2,5,0
Appethaizing,"727 SOUTH Crouse Avenue, Suite #4,  Syracuse",13210,2016-09-29,542071,Inspection,Food Service Establishment,Restaurant,43.04235,-76.136551,0,7,0,0,3,0
Aqua Lounge,"1965 WEST Fayette  STREET,  Syracuse",13204,2016-06-17,926285,Inspection,Food Service Establishment,Restaurant,NA,NA,0,0,0,NA,NA,NA
Aramark @ Lakeview Amphitheater - Ma,"490 Restoration WAY,  Syracuse",13209,2016-06-03,924349,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,0,0,NA,NA,NA
Aramark @ Lakeview Amphitheater - Ma,"490 Restoration WAY,  Syracuse",13209,2016-06-03,924356,Inspection,Food Service Establishment,Food Service Establishment,NA,NA,2,2,0,0,0,0
Aramark @ Lakeview Amphitheater - Ma,"490 Restoration WAY,  Syracuse",13209,2016-08-12,924356,Re-Inspection,Food Service Establishment,Food Service Establishment,NA,NA,0,0,0,2,2,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2011-02-09,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,1,11,0,NA,NA,NA
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2011-12-07,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,1,8,0,1,11,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2012-01-27,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,1,4,0,1,8,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2012-10-03,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,0,2,0,1,4,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2013-05-09,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,0,1,0,0,2,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2013-11-05,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,0,7,0,0,1,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2014-08-13,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,0,4,0,0,7,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2014-12-04,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,0,4,0,0,4,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2015-06-17,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,1,2,0,0,4,0
Aramark at Onon. County Justice Ctr.,"555 SOUTH State STREET,  Syracuse",13202,2015-12-09,760446,Inspection,Food Service Establishment,Food Service Establishment,43.046546,-76.147411,0,5,0,1,2,0
Arby's Destiny USA,"9090 Destiny USA DRIVE,  Syracuse",13204,2006-04-24,293853,Inspection,Food Service Establishment,Restaurant,43.070811,-76.170268,NA,NA,NA,NA,NA,NA
Arby's Destiny USA,"9090 Destiny USA DRIVE,  Syracuse",13204,2007-04-19,293853,Inspection,Food Service Establishment,Restaurant,43.070811,-76.170268,1,5,0,NA,NA,NA
Arby's Destiny USA,"9090 Destiny USA DRIVE,  Syracuse",13204,2008-02-13,293853,Inspection,Food Service Establishment,Restaurant,43.070811,-76.170268,2,9,0,1,5,0
Arby's Destiny USA,"9090 Destiny USA DRIVE,  Syracuse",13204,2009-02-12,293853,Inspection,Food Service Establishment,Restaurant,43.070811,-76.170268,1,6,0,2,9,0
Arby's Destiny USA,"9090 Destiny USA DRIVE,  Syracuse",13204,2010-01-14,293853,Inspection,Food Service Establishment,Restaurant,43.070811,-76.170268,1,4,0,1,6,0
Arby's Destiny USA,"9090 Destiny USA DRIVE,  Syracuse",13204,2011-02-17,293853,Inspection,Food Service Establishment,Restaurant,43.070811,-76.170268,0,7,0,1,4,0
Arby's Destiny USA,"9090 Destiny USA DRIVE,  Syracuse",13204,2012-01-09,293853,Inspection,Food Service Establishment,Restaurant,43.070811,-76.170268,1,11,0,0,7,0
