name,is_closed,rating,review_count,location.address1,location.zip_code,coordinates.latitude,coordinates.longitude,price,phone,categories
Nothing Bundt Cakes,FALSE,5.0,79,2008 Market Center Dr,27560,35.8074227,-78.8155188,$,+19196945300,"bakeries,desserts,cupcakes"
Harris Teeter,FALSE,3.5,21,270 Grande Heights Dr,27513,35.805044,-78.780884,$$,+19194604326,"grocery,drugstores"
Georgina's Pizzeria & Restaurant,FALSE,3.5,89,3536 Davis Dr,27560,35.8176165813464,-78.8454163164494,$$,+19193883820,"pizza,italian"
Amante Gourmet Pizza,FALSE,3.5,47,9545 Chapel Hill Rd,27560,35.804153238969,-78.8107360721895,$$,+19193803382,"pizza,italian,sandwiches"
Walmart Supercenter,FALSE,2.5,16,4500 Fayetteville Rd,27603,35.7189407,-78.6585693,$,+19197728751,"deptstores,grocery"
MoJo's Grill,FALSE,4.0,33,2648 Timber Dr,27529,35.7160187,-78.6395035,$,+19196621115,"chicken_wings,newamerican,burgers"
Popeyes Louisiana Kitchen,FALSE,3.5,7,1701 Pinewinds Dr,27603,35.7164290780816,-78.6549995094538,$,+19193290069,"chicken_wings,seafood,sandwiches"
Kroger,FALSE,3.0,22,2680 Timber Dr,27529,35.7164158,-78.6393358,$$,+19196618400,grocery
The Michelle Roberts Real Estate Team,FALSE,5.0,1,201 Shannon Oaks Cir,27511,35.7594843,-78.784688,NA,+19194140805,realestateagents
Parkside,FALSE,4.0,50,301 W Martin St,27601,35.77679,-78.64378,$$,+19842328969,tradamerican
Jumbo China Buffet,FALSE,2.0,13,4424 Fayetteville Rd,27603,35.7196808,-78.6570129,$,+19197798858,chinese
Sushi Blues Cafe,FALSE,3.0,285,301 Glenwood Ave,27603,35.7845062307937,-78.6475706726734,$$,+19196648061,sushi
Target,FALSE,4.0,16,2700 Timber Dr,27529,35.71546,-78.63843,$$,+19197729065,deptstores
Sullivan's Steakhouse,FALSE,4.0,213,414 Glenwood Ave,27603,35.7858059566666,-78.64708905159,$$$,+19198332888,"bars,steak"
iFixandRepair,FALSE,2.0,8,4325 Glenwood Ave.,27612,35.8381257,-78.6764438,$,+19194363349,"mobilephonerepair,electronicsrepair,electronics"
Triangle Glides,FALSE,4.5,58,323 Blake St,27601,35.776172,-78.635688,NA,+19198281988,"walkingtours,teambuilding"
Solas,FALSE,3.5,123,419 Glenwood Ave,27603,35.78568,-78.64775,$$$,+19197550755,"lounges,danceclubs"
East Coast Towing,FALSE,4.0,17,100 Rupert Rd,27603,35.71648,-78.66481,NA,+19198350705,towing
Red Roof Inns,FALSE,3.5,24,1813 S Saunders St,27603,35.75494,-78.64824,$,+19198336005,hotels
Personal Defense & Handgun Safety Center,FALSE,4.5,7,301 Tryon Rd,27603,35.7312679191184,-78.6470977020927,$,+19197796880,"guns_and_ammo,gun_ranges,firearmtraining"
Chili's,FALSE,2.5,34,115 Carillon Dr,27529,35.69335,-78.58324,$$,+19197711700,"tradamerican,bars,tex-mex"
Harris Teeter,FALSE,3.0,21,1151 Tryon Village Dr,27518,35.7466516,-78.7442867,$$,+19192333476,"grocery,drugstores"
San Marco's Pizza,FALSE,3.0,1,178 Wakelon St,27597,35.8316321671954,-78.3159755858286,$,NA,pizza
Howes Your Pizza,FALSE,2.5,7,23 Nc 98 Hwy E,27508,35.9535789,-78.2443466,$,+19194969820,pizza
Grand Street Pizza,FALSE,4.5,39,909 McKnight Dr,27545,35.7965213289485,-78.4925832981618,$,+19192173410,"pizza,italian"
Slice of Ny Pizza,FALSE,3.0,28,1016 Shoppes At Midway Dr,27545,35.7981834,-78.5050049,$,+19192619478,pizza
Marco's Pizza,FALSE,3.5,22,3625 Rogers Rd,27587,35.9452109262325,-78.5033229365945,$,+19195706006,"pizza,italian"
Milton's Pizza-Wakefield,FALSE,4.0,65,14520 New Falls Of Neuse,27614,35.9440346514932,-78.5421700201607,$$,+19195709099,"pizza,italian,salad"
Pizza Hut,FALSE,2.0,9,4011 Capital Blvd,27604,35.835392,-78.5825653,$,+19197908111,"pizza,italian,chicken_wings"
Rosati's Pizza Pub,FALSE,3.5,40,2101 S Main St,27587,35.9480209,-78.5330963,$$,+19194884294,"pizza,italian"
Hungry Howie's Pizza,FALSE,4.5,21,1814 Oberlin Rd,27608,35.80859,-78.65503,$,+19197890001,pizza
Piola,FALSE,3.5,111,141 Park at North Hills St,27609,35.8368634763026,-78.6378246545792,$$,+19197588059,"pizza,italian"
Sergio's Pizza,FALSE,4.0,56,13200 New Falls Of Neuse,27614,35.94085,-78.55983,$,+19195541000,pizza
Pizza Hut,FALSE,2.0,11,10175 Hwy. 70 W.,27520,35.6405249,-78.4492288,$$,+19195532131,"pizza,italian,chicken_wings"
Lilly's Pizza,FALSE,4.0,500,1813 Glenwood Ave,27608,35.8051332553729,-78.6466635456331,$$,+19198330226,pizza
Pizza Hut,FALSE,2.0,12,12239 Capital Blvd,27587,35.9800547974563,-78.5406627802343,$,+19195569190,"italian,pizza,chicken_wings"
Papa Murphy's,FALSE,4.5,12,11721 Retail Dr,27587,35.9673691,-78.5441589,$$,+19195549977,pizza
MOD Pizza,FALSE,4.0,87,2071 West Millbrook Rd,27612,35.8572888,-78.678482,$,+19199873668,"pizza,hotdogs"
Marco's Pizza,FALSE,4.0,17,1141 Falls River Ave,27614,35.9071808,-78.588768,$,+19198477775,pizza
The Cowfish Sushi Burger Bar,FALSE,4.5,776,4208 Six Forks Rd,27609,35.837258785475,-78.6401524459807,$$,+19197840400,"sushi,burgers"
Smashburger,FALSE,3.5,85,6679 Falls of Neuse Rd,27615,35.8748932,-78.6232071,$,+19198709230,burgers
Five Guys Burgers and Fries,FALSE,4.0,43,8107 Creedmoor Rd,27613,35.8978882,-78.6811829,$,+19198447057,"hotdogs,burgers"
Five Guys Famous Burgers,FALSE,3.5,38,North Hills Mall,27609,35.8365963033271,-78.6423130219101,$,+19197877772,"burgers,hotdog"
Yard House,FALSE,4.0,333,4208 Six Forks Rd,27609,35.83705954284,-78.6396388635339,$$,+19198812590,"bars,newamerican,vegetarian"
BURGERFI,FALSE,3.5,193,3004 Wake Forest Rd,27609,35.822594,-78.620584,$$,+19199993700,"burgers,hotdog,tradamerican"
Firebirds Wood Fired Grill,FALSE,4.0,143,4350 Lassiter Rd,27609,35.8397163,-78.6409675,$$,+19197888778,"steak,seafood,wine_bars"
b.good,FALSE,3.5,103,201 Park At N Hills St,27609,35.8368531503802,-78.6373320481186,$$,+19199165410,hotdogs
Flights Restaurant & Lounge,FALSE,3.5,66,4100 Main At North Hills St,27609,35.836120484176,-78.643721652068,$$$,+19192781478,"newamerican,breakfast_brunch,lounges"
Bonefish Grill,FALSE,3.5,115,4421 6 Forks Rd,27609,35.840453,-78.643358,$$,+19197825127,seafood
Glenwood Grill,FALSE,4.5,194,2603-151 Glenwood Ave,27608,35.8150465680023,-78.6610901355743,$$,+19197823102,tradamerican
Ruth's Chris Steak House,FALSE,3.5,81,4381 Lassiter at North Hills Ave,27609,35.837982211475,-78.644197028473,$$$$,+19197911103,steak
NOFO @ the Pig,FALSE,3.5,169,2014 Fairview Rd,27608,35.8050799,-78.64689,$$,+19198211240,"gourmet,newamerican,breakfast_brunch"
Bad Daddy's Burger Bar - Seaboard,FALSE,4.5,370,111 Seaboard Ave,27604,35.7885814740916,-78.6397847858795,$$,+19197479163,burgers
Kamado Grille,FALSE,4.0,181,832 Spring Forest Dr,27609,35.8662521902048,-78.6225645857056,$$,+19198033662,"newamerican,seafood,bbq"
Tribeca Tavern,FALSE,3.0,148,6004 Falls Of Neuse Rd,27609,35.8645064,-78.6199579,$$,+19197909992,"newamerican,burgers,sandwiches"
Fleming's Prime Steakhouse & Wine Bar,FALSE,4.0,126,4325 Glenwood Ave,27612,35.8388716546782,-78.6773314825256,$$$$,+19195716200,"steak,wine_bars"
Winston's Grille,FALSE,4.0,161,6401 Falls of Neuse Rd,27615,35.86966,-78.62163,$$,+19197900700,tradamerican
Midtown Grille,FALSE,3.5,101,4421 Six Forks Rd,27609,35.8397780015204,-78.6433063164856,$$$,+19197829463,newamerican
North Hills,FALSE,4.0,46,4350 Lassiter At N Hills Ave,27609,35.8389522998,-78.643577395,$$$,+19198811146,shoppingcenters
Salt & Lime Cabo Grill,FALSE,4.5,371,6006 Falls Of Neuse Rd,27609,35.8650954206401,-78.6191403403193,$$,+19198722230,"seafood,tex-mex,mexican"
Panera Bread,FALSE,3.5,45,4421 Six Forks Rd,27609,35.840161,-78.643305,$,+19197811112,"sandwiches,salad,soup"
18 Seaboard,FALSE,4.0,339,18 Seaboard Ave,27604,35.7893276236175,-78.6396870126952,$$,+19198614318,"southern,newamerican"
42nd Street Oyster Bar & Seafood Grill,FALSE,4.0,332,508 W Jones St,27603,35.7831199,-78.64639,$$,+19198312811,"seafood,lounges"
The UPS Store,FALSE,3.5,6,4441 Six Forks Rd,27609,35.840477,-78.6428375,NA,+19197838098,"notaries,shipping_centers,copyshops"
Poole's,FALSE,4.0,509,426 S McDowell St,27601,35.77471,-78.6423,$$,+19198324477,newamerican
McCormick & Schmick's Seafood & Steaks,FALSE,3.0,137,4325 Glenwood Ave,27612,35.8385841875976,-78.676850414713,$$$,+19198817848,seafood
The Big Easy,FALSE,3.0,173,222 Fayetteville St,27601,35.777394365277,-78.63950286275,$$,+19198326082,cajun
Amedeo's Italian Restaurant,FALSE,3.5,88,3905 Western Blvd,27606,35.784657,-78.689811,$$,+19198510473,"italian,desserts,salad"
The Piper's Tavern,FALSE,3.5,93,8304 Falls of Neuse Rd,27615,35.89457,-78.61982,$$,+19196767413,tradamerican
Harris Teeter,FALSE,4.0,18,4093 Davis Dr,27560,35.8380585,-78.8561801,$$,+19193800354,"grocery,drugstores"
Harris Teeter,FALSE,4.0,10,7145 O'Kelly Chapel Rd,27519,35.8444662254471,-78.8872354157628,$$,+19194659432,"drugstores,grocery"
Saffron Restaurant & Lounge,FALSE,3.0,158,4121 Davis Dr,27560,35.835893963123,-78.858268808007,$$,+19194695774,"indpak,lounges,buffets"
TCR: Triangle Cellular Repair,FALSE,5.0,125,3120 John Humphries Wynd,27612,35.8261494,-78.7070599,$$,+19192632699,"electronicsrepair,mobilephonerepair"
Walmart Neighborhood Market,FALSE,3.5,12,3560 Davis Dr,27560,35.8181822607293,-78.8455677512275,$,+19193379859,"drugstores,grocery"
Triangle Wine Company,FALSE,4.5,45,3735 Davis Dr,27560,35.8314901,-78.8536969,$$,+19194621912,beer_and_wine
Earth Fare Cary - Morrisville,FALSE,3.5,29,951 Morrisville Pkwy,27560,35.809742,-78.8175964,$$,+19193882389,grocery
Harris Teeter,FALSE,3.5,11,Cary Park Town Center,27519,35.8211405,-78.9006946,$$,+19194603126,"grocery,drugstores"
Viva DF,FALSE,4.5,110,4075 Davis Dr,27560,35.8346448409022,-78.8576671648339,$$,+19194672627,mexican
Harris Teeter,FALSE,3.5,8,98 Cornerstone Dr,27519,35.7903416377976,-78.8520600385917,$$,+19194671259,"drugstores,grocery"
Nishiki,FALSE,3.5,76,1216 Parkside Main St,27519,35.8488116281022,-78.8905661925673,$$,+19194660888,"asianfusion,sushi,lounges"
Peppers Market & Sandwich Shop,FALSE,4.5,195,2107 Grace Park Dr,27560,35.820303,-78.846463,$,+19193807002,"sandwiches,breakfast_brunch,cafes"
Brixx Wood Fired Pizza,FALSE,4.0,42,1111 Parkside Main St,27519,35.8474596955884,-78.8898986915938,$$,+19196744388,"pizza,beer_and_wine,sandwiches"
Planet Smoothie,FALSE,4.0,6,90 Cornerstone Dr,27519,35.7909737,-78.8512726,$$,+19194606064,juicebars
Stromboli's,FALSE,3.5,42,3434 Edwards Mill Rd,27612,35.8269,-78.70345,$$,+19197857075,"italian,pizza"
Bella Monica,FALSE,4.0,336,3121-103 Edwards Mill Rd,27612,35.8253816405571,-78.706955909729,$$,+19198819778,"italian,gluten_free,pizza"
Gino's Pizza,FALSE,4.5,127,6260 Glenwood Ave,27612,35.8568611,-78.7031326,$,+19197837555,pizza
Max's Pizza & Grill,FALSE,4.0,31,5609 Creedmoor Rd,27612,35.8587227,-78.6808777,$,+19197836565,pizza
Vic's Italian Restaurant & Pizzeria,FALSE,3.5,123,331 Blake St,27601,35.7758806,-78.6358072,$$,+19198297090,"italian,pizza"
Assaggio's,FALSE,4.0,93,3501 W Millbrook Rd,27613,35.86327,-78.71057,$$,+19197852088,"italian,pizza"
Moonlight Pizza Company,FALSE,4.0,133,615 W Morgan St,27603,35.7797219626858,-78.6488728230552,$$,+19197559133,pizza
Groovy Duck Bakery,FALSE,4.0,69,3434 Edwards Mill Rd,27612,35.8269005,-78.7034531,$$,+19197879233,"bakeries,coffee"
Vic's Italian Restaurant & Pizzeria,FALSE,4.0,24,4035 Lake Boone Trail,27607,35.81544,-78.69668,$$,+19842009292,"pizza,italian,beer_and_wine"
Cappolla's Pizza and Grill of Cary,FALSE,3.5,54,2462 Walnut St,27518,35.7528152,-78.7415016,$,+19198547777,"pizza,sandwiches"
Papa's Pizza & Subs,FALSE,4.5,44,7713 Lead Mine Rd,27615,35.8869019,-78.659729,$,+19198478777,"pizza,salad,sandwiches"
The UPS Store,FALSE,4.0,5,3434 Edwards Mill Rd,27612,35.8269,-78.70345,NA,+19197869993,"shipping_centers,notaries,copyshops"
Primo Pizza,FALSE,4.0,65,682 Cary Towne Blvd,27511,35.7750656885171,-78.7661820931041,$,+19193802729,pizza
Randy's Pizza,FALSE,4.0,71,2458 Wycliff Rd,27607,35.8172733911864,-78.6927838781716,$,+19193225990,pizza
Randy's Pizza,FALSE,3.0,17,941 North Harrison Avenue,27513,35.800646,-78.7831349,$,+19193770742,"pizza,sandwiches"
Peri Brothers Pizza,FALSE,5.0,60,7321 Six Forks Rd,27615,35.8801383,-78.6460983,$,+19198446692,"pizza,italian,pastashops"
Papa's Pizza & Wings,FALSE,4.5,7,5800-111 Duraleigh Rd,27612,35.8576441323888,-78.7118904588588,$$,+19197837373,"pizza,italian,tradamerican"
"Ruckus Pizza, Pasta & Spirits",FALSE,3.5,156,8111 Tryon Woods Dr,27518,35.747069546016,-78.7433052062988,$$,+19198513999,"pizza,italian,sportsbars"
Frank's Pizza & Italian Restaurant,FALSE,4.5,65,2030 New Bern Ave,27610,35.7794762,-78.606987,$$,+19192318990,"pizza,italian"
Cantina 18,FALSE,3.5,151,433 Daniels St,27605,35.7896936,-78.661301,$$,+19198359911,tex-mex
Chick-fil-A,FALSE,4.0,20,6711 Knightdale Blvd,27545,35.797672,-78.504519,$,+19192176981,hotdogs
Bojangles,FALSE,3.5,13,4621 New Bern Ave,27610,35.7989006,-78.557869,$,+19192319028,chicken_wings
Arby's,FALSE,2.0,6,6721 Knightdale Blvd,27545,35.7974727,-78.5040502,NA,+19192179680,"hotdogs,sandwiches"
Manchester's Grill,FALSE,4.0,56,9101 Leesville Rd,27613,35.89675,-78.72548,$$,+19196763310,pizza
Leesville Tap Room,FALSE,3.0,65,13200 Strickland Rd,27613,35.908040109108,-78.725361833416,$$,+19198701515,"bars,tradamerican"
La Cocina Mexican Restaurant,FALSE,3.0,33,2121 TW Alexander Dr,27560,35.9203321,-78.8112362,$$,+19195980777,mexican
Sheetz,FALSE,4.5,8,1655 N Main St,27526,35.5969399,-78.76014,$,+19195772215,"servicestations,convenience"
Sheetz,FALSE,4.0,1,9915 Fayetteville Rd,27526,35.6348292984442,-78.7140368227128,$,+19195771110,"servicestations,convenience"
Sheetz,FALSE,2.0,3,1885 N Broad St,27526,35.6101785931629,-78.8076841567679,$,+19195671333,"servicestations,convenience"
Sheetz,FALSE,3.5,5,7900 Fayetteville Rd,27603,35.66664,-78.69862,NA,NA,servicestations
Jason's Pizza,FALSE,3.5,11,Fuquay Plz,27526,35.5854797,-78.7982483,$,+19195524796,pizza
Eagle's Gas Station,FALSE,2.5,4,7008 Gb Alford Hwy,27540,35.6369781,-78.8314819,$$,+19195578277,convenience
Sunoco,FALSE,2.0,1,8112 Fayeteville Rd,27603,35.6639404,-78.701828,NA,NA,servicestations
Wendy's,FALSE,2.0,5,8050 Ten Ten Rd,27603,35.6638908,-78.698761,$,+19193298224,"hotdogs,burgers"
McDonald's,FALSE,2.5,7,7991 Fayetteville Rd,27603,35.6653214,-78.6990128,$,+19197724850,"hotdogs,burgers"
Jersey Mike's Subs,FALSE,3.5,14,701-A N. Main St.,27526,35.5917397,-78.7926407,$,+19195573000,"hotdogs,sandwiches,delis"
Subway,FALSE,3.0,1,1326 N Main St,27526,35.5916939,-78.7780457,$,+19195522609,"sandwiches,hotdogs"
Firehouse Subs,FALSE,3.5,11,1303 N. Main St.,27526,35.5922813,-78.7776184,$,+19197625328,"hotdogs,delis,sandwiches"
Which Wich,FALSE,3.0,25,145 Grand Hill Pl,27540,35.6650530022772,-78.8494243633246,$,NA,sandwiches
Subway,FALSE,2.0,2,333 N Raleigh St,27501,35.51214,-78.74173,$,+19196396949,"hotdogs,sandwiches"
Takeout Central,FALSE,2.5,24,,27608,35.80594,-78.64189,$$$,+19198342885,fooddeliveryservices
Subway,FALSE,1.0,1,8109 Fayetteville Rd,27603,35.6633911,-78.7013855,NA,+19197790635,"sandwiches,hotdogs"
Jersey Mike's Subs,FALSE,4.0,7,7949 Fayetteville Road,27603,35.6658249,-78.6983414,$$,+19196610111,"sandwiches,hotdogs,delis"
Bagels Plus,FALSE,4.0,54,100 Dickens Rd,27526,35.6154964,-78.8112189,$,+19192854980,bagels
The Décor Coach,FALSE,5.0,2,,,35.78975,-78.78116,NA,+19194233164,interiordesign
Pro Movers,FALSE,3.0,2,6445 Northwyck Pl,27609,35.86935,-78.6144,NA,+19192333993,movers
Wake Technical Community College,FALSE,3.0,8,9101 Fayetteville Rd,27603,35.65086,-78.70392,NA,+19198665000,collegeuniv
Salvio's Pizzeria,FALSE,4.0,56,2428 SW Cary Pkwy,27513,35.7633322,-78.8221442,$$,+19194674600,"pizza,italian"
Salvio's Pizzeria,FALSE,4.0,41,6325 Falls of Neuse Rd,27615,35.8692207,-78.6225128,$,+19199815678,"chicken_wings,pizza,italian"
Harris Teeter,FALSE,3.5,31,500 Oberlin Rd,27605,35.7914135199626,-78.6621459200978,$$,+19198289216,grocery
Harris Teeter,FALSE,1.5,9,5563 Western Blvd,27606,35.784126,-78.72051,$$$,+19198590110,"grocery,drugstores"
Harris Teeter,FALSE,3.5,12,3201-123 Edwards Mill Rd,27612,35.8252603982955,-78.7069461867213,$$,+19197818776,"grocery,flowers"
Lee's Tailors,FALSE,4.5,42,5535 Western Blvd,27606,35.7850456,-78.7212677,NA,+19192330708,sewingalterations
Harris Teeter,FALSE,4.0,6,2603 Glenwood Ave,27608,35.8154984,-78.6605911,$$,+19197875526,"grocery,drugstores"
Harris Teeter,FALSE,3.0,7,885 Walnut St,27511,35.7753280548024,-78.7649807196902,$$,+19194814251,"drugstores,flowers,grocery"
The Butcher's Market,FALSE,4.5,115,1225 Kildaire Farm Rd,27511,35.7630252925449,-78.7829142050323,$$,+19194653082,"butcher,sandwiches,delis"
Harris Teeter,FALSE,4.0,21,2080 Kildaire Farm Rd,27511,35.7352417,-78.7804748,$$,+19192339483,"grocery,drugstores"
Pam's Farm House,FALSE,4.0,89,5111 Western Blvd,27606,35.78599,-78.71184,$,+19198599990,"southern,tradamerican,breakfast_brunch"
Starbucks,FALSE,4.0,11,500 Oberlin Rd,27605,35.79145,-78.66195,$,+19198569444,coffee
Shaba Shabu,FALSE,3.5,238,3080 Wake Forest Rd,27609,35.8240606,-78.6217491,$$,+19195017755,"japanese,thai,sushi"
Thaiphoon Bistro,FALSE,3.5,143,301 Glenwood Ave,27603,35.7845466,-78.647389,$$,+19197204034,"thai,ramen"
Brasa Brazilian Steakhouse,FALSE,3.5,246,8551 Brier Creek Pkwy,27617,35.9053600873143,-78.7839655049937,$$$,+19195443344,"brazilian,steak"
Latin Quarters,FALSE,3.5,151,7335 Six Forks Rd,27615,35.8803442908773,-78.6475036541061,$$,+19199008333,"bars,latin"
Dantes Italiano,FALSE,4.0,59,13200 New Falls of Neuse Rd,27614,35.940424363889,-78.5604643821716,$$,+19195562146,"italian,pizza"
Buku,FALSE,4.0,622,110 E Davie St,27601,35.775418,-78.638039,$$,+19198346963,"asianfusion,tapasmallplates,thai"
Hayashi Japanese Restaurant,FALSE,4.0,86,13200 New Falls Of Neuse Rd,27614,35.9403218228504,-78.5602665264587,$$,+19195540508,"sushi,japanese"
Sushi One,FALSE,3.5,80,8470 Honeycutt Rd,27615,35.8949595182615,-78.6214315347794,$$,+19196153209,"sushi,asianfusion,japanese"
Golden Sakura Restaurant,FALSE,2.5,4,12516-104 Capital Blvd,27587,35.9878807,-78.5330582,NA,+19195548828,japanese
Five Guys Burgers & Fries,FALSE,3.5,21,1018 Shoppes At Midway Dr,27545,35.7982124,-78.504902,$,+19192666664,burgers
Hibachi K Express,FALSE,4.0,28,4001 Wide Waters Pkwy,27545,35.7949409184661,-78.5056539121899,$$,+19192178875,japanese
Hwy 55 Burgers Shakes & Fries,FALSE,4.0,15,1011 S Smithfield Rd,28545,35.7967855677752,-78.4881375600587,$,+19192619841,"burgers,cheesesteaks,tradamerican"
McDonald's,FALSE,1.0,1,7141 US 64 Hwy E,27545,35.80442,-78.42753,NA,+19192666700,"burgers,hotdogs"
Stuart Jones Photography,FALSE,5.0,2,4200 White Pine Dr,27612,35.8394508,-78.6951675,NA,+19196235561,"sessionphotography,eventphotography"
McDonald's,FALSE,3.0,5,1700 Trawick Rd,27604,35.7990799,-78.5771332,$,+19192316205,"hotdogs,burgers"
El Taco Market,FALSE,4.0,30,3800 New Bern Ave,27610,35.797415,-78.576007,$,+19192500412,mexican
McDonald's,FALSE,4.5,2,6320 Battle Bridge Rd,27610,35.72382,-78.5468999,$,,"hotdogs,burgers"
Tacos Y Mariscos Vallarta,FALSE,4.0,56,3177 Capital Blvd,27604,35.82363,-78.5886,$$,+19197902696,mexican
McDonald's,FALSE,2.5,2,3424 Poole Rd,27610,35.7674904,-78.5782089,$,+19192500072,"hotdogs,burgers"
McDonalds Inside Walmart,FALSE,1.0,1,4431 New Bern Ave,27610,35.8004417,-78.5600204,NA,+19192313242,
Chuck E. Cheese's,FALSE,3.0,14,3501-131 Capital Blvd,27604,35.8278313,-78.5869217,$,+19198509922,pizza
McDonald's,FALSE,3.0,1,5016 Spring Forest Rd,27616,35.8554688,-78.5565872,NA,+19199548880,"hotdogs,burgers"
McDonald's,FALSE,3.5,2,4413 Capital Blvd,27604,35.8441315,-78.5805283,$,+19198780155,"hotdogs,burgers"
Popeyes,FALSE,3.5,29,3699 New Bern Ave,27604,35.7975592,-78.5779937,$,+19198037777,"hotdogs,chicken_wings"
McDonald's,FALSE,3.5,4,Triangle Town Center Mall,27616,35.8667908,-78.5738373,$,+19197922566,burgers
Steak 'n Shake,FALSE,2.5,52,2840 Millbrook Rd,27604,35.84907,-78.58383,$,+19198726669,"burgers,hotdogs"
Wendy's,FALSE,2.0,14,7460 Louisburg Rd,27616,35.8756104,-78.5402756,$,+19197130810,"burgers,hotdogs"
McDonald's,FALSE,2.0,8,6250 Capital Blvd,27616,35.870231,-78.580111,$,+19198785907,"hotdogs,burgers"
Big Al's BBQ,FALSE,4.0,131,2920 Forestville Rd,27616,35.8941813635801,-78.508016593933,$$,+19192170653,bbq
Big Al's BBQ Catering,FALSE,4.5,28,2920 Forestville Rd,27616,35.8941813635801,-78.508016593933,$,+19192170653,catering
Twisted Fork,FALSE,3.5,192,3571 Sumner Blvd,27616,35.8652422190175,-78.5754570841003,$$,+19197922535,tradamerican
Bedford Bistro & Bar,FALSE,4.0,30,3607 Falls River Ave,27614,35.9298503397603,-78.564833313624,$$,+19197204482,"bars,newamerican,italian"
Bella Italia,FALSE,3.5,56,10630 Durant Rd,27614,35.9062009065237,-78.592686758106,$$,+19196760076,"italian,pizza"
Wakefield Tavern,FALSE,4.0,93,13200 Falls of Neuse Rd,27614,35.9401502667686,-78.5606071670036,$$,+19195540673,"tradamerican,pizza,sandwiches"
Toreros Mexican Restaurant,FALSE,4.0,93,4721 Atlantic Ave,27604,35.848752843558,-78.602133759373,$$,+19198739116,mexican
Texas Roadhouse,FALSE,3.5,55,11440 Capital Boulevard,27587,35.956459,-78.540342,$$,+19195692119,"steak,bbq,tradamerican"
My Place,FALSE,3.5,40,2108 S Main St,27587,35.949661,-78.534071,$$,+19197615009,"southern,newamerican,vegetarian"
Village Deli and Grill,FALSE,3.5,54,1849 S Main St,27587,35.9526886,-78.5276639,$$,+19194531250,"delis,tradamerican"
Over the Falls,FALSE,4.0,157,419 S Brooks St,27587,35.9750729,-78.5095004,$$,+19195708588,"pubs,burgers,sandwiches"
China Cary,FALSE,3.0,9,2972 Kildaire Farm Rd,27511,35.7174885,-78.7878542,$$$,+19193635688,chinese
Hibachi China Buffet,FALSE,2.5,99,111 Shannon Oaks Cir,27511,35.7599602,-78.7839279,$$,+19193881686,"chinese,sushi,buffets"
First China Restaurant,FALSE,3.5,12,6452 Tryon Rd,27511,35.7441177,-78.7611657,$,+19198525857,chinese
China Pearl,FALSE,2.5,4,107 New Waverly Pl,27511,35.7368434,-78.7783523,NA,+19198510358,chinese
Taipei 101,FALSE,3.5,122,121 E Chatham St,27511,35.7874908,-78.7805939,$$,+19193885885,chinese
Super Asian Buffet,FALSE,2.5,39,1207 J Kildaire Farm Rd,27511,35.7638016,-78.7821884,$$,+19194606288,"sushi,dimsum"
