OBJECTID,HSISID,Score,Date,Description,Type
1210,04092021571,100,2014-04-30T00:00:00.000Z,"Recommend that water temperature at handwash sinks not be set to a temperature above 110 degrees F, as water that is excessively hot can discourage employees from washing hands.",Inspection
1211,04092015918,98,2013-01-15T00:00:00.000Z,,Inspection
1212,04092015918,97,2013-07-08T00:00:00.000Z,"If Hamburgers will be sold without a final cook temperature throughout of 155'F+, consumer advisory needs to be added to the menu.",Inspection
1213,04092015918,97.5,2014-02-06T00:00:00.000Z,,Inspection
1214,04092015918,98.5,2014-08-07T00:00:00.000Z,"Handwashing sink was observed to be dry. Frequent handwashing needed.  .  
Very Clean Kitchen!",Inspection
1215,04092015918,98,2015-04-14T00:00:00.000Z,"Very Clean & Organized!
Excellent job of Date Marking foods",Inspection
1216,04092015918,98,2015-11-24T00:00:00.000Z,Label dry foods (sugar?),Inspection
1217,04092300232,98.5,2013-03-07T00:00:00.000Z,"Go to www.wakegov.com/food for updates and information.
The NC Food Code can also be accessed at http://ehs.ncpublichealth.com/index.htm

Chris Salter (919)868-2562",Inspection
1218,04092300232,95.5,2013-08-28T00:00:00.000Z,"Go to www.wakegov.com/food for updates and information.

RTE(ready to eat) cheeses and meats are in such high demand that none are held more than 24 hours after opening so they are exempt from date marking rules.",Inspection
1219,04092016747,95.5,2015-08-12T00:00:00.000Z,,Inspection
1220,04092016747,99.5,2016-02-28T00:00:00.000Z,,Inspection
1221,04092021577,98.5,2014-01-28T00:00:00.000Z,,Inspection
1222,04092021577,98,2014-08-20T00:00:00.000Z,,Inspection
1223,04092021577,97.5,2015-05-19T00:00:00.000Z,,Inspection
1224,04092016081,97.5,2013-01-28T00:00:00.000Z,,Inspection
1225,04092016081,98.5,2013-06-07T00:00:00.000Z,,Inspection
1226,04092015559,98,2013-04-29T00:00:00.000Z,,Inspection
1227,04092016682,94.5,2016-01-14T00:00:00.000Z,,Inspection
1228,04092110481,98.5,2012-12-12T00:00:00.000Z,,Inspection
1229,04092110481,97,2013-03-26T00:00:00.000Z,,Inspection
1230,04092110481,97.5,2013-06-06T00:00:00.000Z,,Inspection
1231,04092110481,97.5,2016-10-06T00:00:00.000Z,,Inspection
1232,04092016726,92.5,2015-07-09T00:00:00.000Z,Follow-Up: 07/17/2015,Inspection
1233,04092021886,99,2015-11-06T00:00:00.000Z,,Inspection
1234,04092021886,96,2016-03-03T00:00:00.000Z,Follow-Up: 03/14/2016,Inspection
1235,04092021891,98,2016-10-14T00:00:00.000Z,,Inspection
1236,04092021896,98.5,2015-11-23T00:00:00.000Z,Inspection made with Todd Black.,Inspection
1237,04092021896,99.5,2016-05-25T00:00:00.000Z,Inspection made with Mr. Mike (Store Manager).,Inspection
1238,04092016824,98,2016-08-30T00:00:00.000Z,Still looks great! Several general comments made to work on. Inspection made with the owner Dave.,Inspection
1239,04092021897,99.5,2015-11-19T00:00:00.000Z,Inspection made with Mr. Brian Damron.,Inspection
1240,04092021897,97.5,2016-05-26T00:00:00.000Z,Inspection made with Mr. Jon Vinson.,Inspection
1241,04092016117,97,2013-03-08T00:00:00.000Z,,Inspection
1242,04092016119,93.5,2012-10-09T00:00:00.000Z,Keep straws and stirrers beind the bar to prevent customers from contaminating them.,Inspection
1243,04092016119,97,2013-04-10T00:00:00.000Z,,Inspection
1244,04092017321,97.5,2016-10-26T00:00:00.000Z,Inspection was made with Mr. Youssef.,Inspection
1245,04092016155,96,2012-11-06T00:00:00.000Z,,Inspection
1246,04092016155,95.5,2013-05-10T00:00:00.000Z,,Inspection
1247,04092016155,94.5,2014-06-21T00:00:00.000Z,,Inspection
1248,04092016438,95.5,2016-08-25T00:00:00.000Z,,Inspection
1249,04092015466,96,2013-11-15T00:00:00.000Z,,Inspection
1250,04092015466,94.5,2014-08-07T00:00:00.000Z,Follow-Up: 08/18/2014,Inspection
1251,04092015466,90,2015-04-23T00:00:00.000Z,Follow-Up: 05/01/2015,Inspection
1252,04092021605,98.5,2016-01-20T00:00:00.000Z,INSPECTION MADE WITH MR. RICK SULLIVAN.,Inspection
1253,04092015908,93,2013-11-26T00:00:00.000Z,,Inspection
1254,04092016257,96,2012-10-05T00:00:00.000Z,,Inspection
1255,04092016257,96.5,2013-06-21T00:00:00.000Z,,Inspection
1256,04092016264,95.5,2016-02-16T00:00:00.000Z,Inspection made with Mr. Scott Rees.,Inspection
1257,04092016701,99,2014-08-27T00:00:00.000Z,Facility does not serve or sell food.,Inspection
1258,04092016701,98,2015-08-06T00:00:00.000Z,"Inspection made with employee Katie.
Follow-Up: 08/17/2015",Inspection
1259,04092014599,96,2014-08-20T00:00:00.000Z,"Always make sure everyone knows to wash their hands, even before putting on gloves!!!!",Inspection
1260,04092014599,97.5,2015-03-23T00:00:00.000Z,"Corrections have been made from the past inspection, good job. Inspection made with the manager Matt.",Inspection
1261,04092014599,95.5,2016-04-20T00:00:00.000Z,Inspection made with Mr. Brian Card.,Inspection
1262,04092021711,95,2015-09-16T00:00:00.000Z,"Inspection made with the manager Troy.
Follow-Up: 09/24/2015",Inspection
1263,04092021711,96.5,2016-04-11T00:00:00.000Z,Inspection made with the manager Ms. Graham.,Inspection
1264,04092021711,96.5,2016-07-22T00:00:00.000Z,Inspection made with Ms. Jamie.,Inspection
1265,04092021477,92,2014-03-27T00:00:00.000Z,,Inspection
1266,04092017043,93.5,2015-11-10T00:00:00.000Z,,Inspection
1267,04092017043,90,2016-06-08T00:00:00.000Z,,Inspection
1268,04092014640,96.5,2016-08-01T00:00:00.000Z,Inspection made with the manager Gordan.,Inspection
1269,04092016405,95.5,2016-03-04T00:00:00.000Z,Inspection made with Mr. Stephen Koster.,Inspection
1270,04092050028,98,2014-09-22T00:00:00.000Z,Looks good today!,Inspection
1271,04092050028,99,2015-02-13T00:00:00.000Z,,Inspection
1272,04092050028,99.5,2015-09-15T00:00:00.000Z,Inspection made with the manager Tammy.,Inspection
1273,04092050028,99.5,2016-02-12T00:00:00.000Z,"Please provide a cooler/chest with a lid, for better temperature control, for the carton milks at the serving line. Still looks good thanks.",Inspection
1274,04092050028,98.5,2016-10-11T00:00:00.000Z,,Inspection
1275,04092016400,92,2014-06-11T00:00:00.000Z,,Inspection
1276,04092030158,92.5,2012-12-18T00:00:00.000Z,,Inspection
1277,04092030158,99.5,2016-09-28T00:00:00.000Z,,Inspection
1278,04092110467,100,2016-10-26T00:00:00.000Z,No hot food at the time of inspection. Inspection made with Ms. Stella Martin.,Inspection
1279,04092014726,97.5,2014-03-19T00:00:00.000Z,Several corrections from the past inspection have been made. GOOD JOB!,Inspection
1280,04092014726,97,2014-11-20T00:00:00.000Z,Looks good today. Inspection made with the manager Barbara F.,Inspection
1281,04092014726,98,2015-07-20T00:00:00.000Z,Inspection made with the manager Barbara.,Inspection
1282,04092014555,98,2012-10-25T00:00:00.000Z,"Walkin coolers and freezer have been painted on the outside; painted coolers looses the NSF rating on units and you have unapproved equipment in facility; remove paint; not mentioned on previous inspections.",Inspection
1283,04092014555,99,2013-05-29T00:00:00.000Z,"Suggest adjusting the hot water on handwash sinks but be sure it is still over 100F; some handwash sinks are too hot and it does not encourage employees to wash hands when the water is too hot/scalding.",Inspection
1284,04092014977,97,2012-12-05T00:00:00.000Z,,Inspection
1285,04092021571,100,2014-10-06T00:00:00.000Z,,Inspection
1286,04092021571,100,2015-04-17T00:00:00.000Z,"Please note:  Some light cleaning needed at canwash areas in back hall.  PIC states that food staff do not use these canwash areas and that trash cans are washed in area near compactor.  The area referred to does not include a curbed sink area, so rotisserie, meat, and deli will be required to use one of the existing back-hall canwash sinks.  Maintain clean and in good repair. ... Small amount of debris on one disused hotel pan stored as clean.  If these pans are no longer being used, remove.  Otherwise, maintain clean.",Inspection
1287,04092021571,100,2015-10-15T00:00:00.000Z,No violations observed in food prep or storage area.  Thank you for your consistent efforts in this department.,Inspection
1288,04092021399,100,2013-02-18T00:00:00.000Z,,Inspection
1289,04092021399,100,2013-07-26T00:00:00.000Z,,Inspection
1290,04092021399,97.5,2014-05-13T00:00:00.000Z,"Shellfish education:  as noted above, shellstock tags shall remain attached to original container.  Additionally, batches of shellfish on display shall not be intermingled with other batches and must be identified with the information on the shellstock tags.  One solution that addresses all of these issues would be to have original container, with attached tags, at point of display, with shellfish in or otherwise at that container.",Inspection
1291,04092021399,99.5,2014-07-11T00:00:00.000Z,,Inspection
1292,04092014694,96.5,2016-03-04T00:00:00.000Z,,Inspection
1293,04092015892,98,2013-01-23T00:00:00.000Z,,Inspection
1294,04092015892,90,2013-10-11T00:00:00.000Z,"It appears that the permit would have been written restricting raw chicken and raw meats be received in ready-to-cook portions, not in need of marination, handling in the limited food preparation space.  There is NO designated raw meat area.  .   .  .  .  .  .  .  .. 
Sanitizer Concewntrate located above the left drainboard of the sink should be relocated so that it is not above clean utensils.
Follow-Up: 10/18/2013",Inspection
1295,04092015892,99.5,2014-05-01T00:00:00.000Z,,Inspection
1296,04092015892,97.5,2014-09-16T00:00:00.000Z,Refrigeration should hold food below 41'F,Inspection
1297,04092015892,94.5,2015-03-03T00:00:00.000Z,"Except when washing fruits and vegetables, food employees may not contact exposed, ready-to-eat food with their bare hands",Inspection
1298,04092015892,96,2015-08-25T00:00:00.000Z,"Handwashing Sink in the kitchen next to the food preparation sink is completely DRY, indicating that it has not been used today. handwashing is extremely important. Have employees wash hands before beginning food preparation.",Inspection
1299,04092014624,98,2013-04-22T00:00:00.000Z,,Inspection
1300,04092014624,98.5,2014-02-19T00:00:00.000Z,"Please note:  vanilla soft serve mix in soft serve machine has a large amount of foam.  In some cases, this foam can indicate that the mix was dispensed through the machine, saved overnight, and re-used.  PIC states that it is their policy to discard mix each day.  Use of ""re-run"" or mix that has been run through the machine, is prohibited in North Carolina.  Please make sure that all managers and employees are aware of this.",Inspection
1301,04092014624,98.5,2014-10-15T00:00:00.000Z,,Inspection
1302,04092014624,95.5,2015-09-04T00:00:00.000Z,,Inspection
1303,04092014624,95.5,2016-03-24T00:00:00.000Z,,Inspection
1304,04092021418,97,2013-02-11T00:00:00.000Z,"Facility is classified as a food stand and does not have restrooms for customers, yet has seating in dining area. Remove seating immediately.
Follow-Up: 02/19/2013",Inspection
1305,04092021418,96,2013-07-22T00:00:00.000Z,"One chair was set at table near entrance to prep area (observed at last inspection) with food debris on table. Operator stated that his son had eaten his lunch there and he forgot to put the chair back in the front waiting area. Reminded him that permit conditions require that there is no dining area as no restrooms are available for customers. Permit may be suspended if seats are observed at table. 

Operator states that food truck which had applied to use this food stand as its commissary was not approved for a permit and so he has begun using the shelving that had been assigned for food truck. If the truck is approved, the shelves must be cleared for the truck operator's use. 

Quick reference for guidance on managing sick employees:  http://bit.ly/12q07tm. 

Check this website for the FDA's online version of the Employee Health and Personal Hygiene handbook. This page also has all of the different language versions of 1-B and the email address for requesting paper copies:  http://1.usa.gov/YMygOt.",Inspection
1306,04092021418,97,2014-03-21T00:00:00.000Z,"Need to have employees sign employee health policy before working with food. 

Cold holding temperature requirement for potentially hazardous food is changing to 41F in 2019; it is currently considered best practice to keep cold PHF at this temperature.",Inspection
1307,04092021478,100,2013-03-15T00:00:00.000Z,"The egg and dairy sections are in great shape.
Very good job today.

Go to www.wakegov.com/food for updates and information.",Inspection
1308,04092021478,99.5,2013-10-03T00:00:00.000Z,Go to www.wakegov.com/food for updates and information.,Inspection
1309,04092016449,93,2014-09-29T00:00:00.000Z,,Inspection
1310,04092016449,95.5,2015-01-28T00:00:00.000Z,,Inspection
1311,04092016612,92,2014-05-12T00:00:00.000Z,Follow-Up: 05/13/2014,Inspection
1312,04092021559,96.5,2013-09-20T00:00:00.000Z,,Inspection
1313,04092021559,97,2014-07-18T00:00:00.000Z,Follow-Up: 07/25/2014,Inspection
1314,04092021559,97,2015-05-23T00:00:00.000Z,,Inspection
1315,04092140524,99,2013-11-01T00:00:00.000Z,,Inspection
1316,04092016572,95,2016-09-28T00:00:00.000Z,,Inspection
1317,04092017228,97,2016-07-22T00:00:00.000Z,"Operator has begun process of correcting items on Transitional Permit Non-Compliant items list:  #3,4,7,8 have been corrected.  On #2 please remove raw wood and seal along the edges of panels used to make repair.  On #1, operator states that he may be replacing three compartment sink.  This may affect the required capacity of replacement water heater.  REGARDLESS OF WHETHER OR NOT SINK IS REPLACED, CONTACT THIS OFFICE FOR ADDITIONAL GUIDANCE BEFORE PURCHASING WATER HEATER.  CALCULATIONS MUST BE VERIFIED AND WATER HEATER REPLACEMENT REQUIRES PLUMBING PERMITS AND APPROVAL BY THIS OFFICE.  This office to provide additional guidance on size of curbs needed at outdoor mop sink.  On #6, strongly recommend sealing wood used to cover hole with a waterproof exterior paint.",Inspection
